city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),populacao_estimada,rent amount (R$)
Belo Horizonte,113,3,3,1,1,1,0,350,2415872,1100
São Paulo,99,3,2,1,3,1,0,390,11904961,2500
São Paulo,120,2,1,1,0,1,0,0,11904961,2100
São Paulo,110,3,2,3,0,1,0,0,11904961,2600
Porto Alegre,38,1,1,1,5,1,0,342,1388794,980
Campinas,100,3,1,1,7,1,0,999,1187974,1090
Rio de Janeiro,135,4,2,2,7,1,0,1378,6730729,4200
Rio de Janeiro,130,3,2,1,10,1,1,1338,6730729,3250
Belo Horizonte,80,3,2,1,1,1,0,305,2415872,1200
São Paulo,300,3,2,5,0,1,0,0,11904961,11500
Belo Horizonte,72,2,1,2,4,0,0,195,2415872,1300
São Paulo,70,3,2,2,3,1,0,1058,11904961,1659
São Paulo,395,4,4,3,16,1,1,2137,11904961,15000
Porto Alegre,540,6,8,3,0,1,0,0,1388794,15000
São Paulo,318,4,6,4,13,1,1,3450,11904961,10160
Belo Horizonte,42,2,1,1,5,1,0,170,2415872,900
Rio de Janeiro,52,1,1,1,1,1,0,613,6730729,1400
São Paulo,167,3,2,1,7,1,0,1787,11904961,10850
São Paulo,50,1,1,0,6,0,0,467,11904961,1209
Campinas,65,2,2,1,4,0,0,412,1187974,1000
São Paulo,140,4,4,3,5,1,0,1800,11904961,3600
São Paulo,92,3,1,1,3,1,0,340,11904961,1600
Belo Horizonte,150,4,3,3,5,0,0,1200,2415872,3300
Campinas,60,1,1,0,3,1,0,250,1187974,1300
Belo Horizonte,308,4,5,6,18,1,1,2000,2415872,13500
São Paulo,159,2,3,1,8,0,1,1276,11904961,3230
São Paulo,240,3,5,4,0,1,0,0,11904961,7500
Porto Alegre,65,3,2,0,5,0,0,450,1388794,1690
São Paulo,200,3,2,2,0,1,0,0,11904961,5000
Campinas,130,3,5,2,2,1,0,1170,1187974,3610
Rio de Janeiro,21,1,1,0,11,1,0,519,6730729,1200
São Paulo,68,2,1,1,5,1,0,525,11904961,1600
Porto Alegre,40,1,1,0,4,1,0,450,1388794,900
Belo Horizonte,310,4,3,6,0,1,0,0,2415872,3100
Campinas,103,2,1,1,4,0,0,635,1187974,1060
Rio de Janeiro,650,5,7,4,0,1,1,4100,6730729,15000
Campinas,30,1,1,0,5,0,1,380,1187974,500
Belo Horizonte,155,4,5,3,5,0,0,1200,2415872,5000
São Paulo,107,2,2,1,0,1,0,400,11904961,2600
São Paulo,340,4,5,5,16,1,1,5200,11904961,12000
Belo Horizonte,70,3,1,0,3,0,0,275,2415872,1200
Belo Horizonte,58,2,2,1,4,1,0,310,2415872,950
São Paulo,70,3,2,1,6,0,1,569,11904961,3300
São Paulo,240,3,3,0,0,1,0,300,11904961,4300
Rio de Janeiro,130,3,2,1,5,1,0,1300,6730729,2800
São Paulo,310,5,6,5,5,1,0,6900,11904961,10000
Rio de Janeiro,60,1,1,1,10,1,0,731,6730729,1300
São Paulo,319,4,6,5,16,0,0,5000,11904961,10050
Porto Alegre,81,2,1,0,2,1,0,350,1388794,1150
São Paulo,113,2,2,1,6,1,0,1000,11904961,3000
São Paulo,280,3,4,2,3,0,0,4000,11904961,6000
São Paulo,270,3,3,3,16,1,0,2800,11904961,13000
São Paulo,78,2,1,1,7,1,0,645,11904961,2000
São Paulo,60,1,2,1,0,1,0,0,11904961,1500
São Paulo,30,1,1,0,0,1,0,0,11904961,750
Rio de Janeiro,58,2,1,1,10,1,0,594,6730729,800
Rio de Janeiro,65,1,1,0,2,1,0,350,6730729,1800
São Paulo,58,1,1,1,1,0,0,580,11904961,1740
São Paulo,32,1,1,1,13,0,1,811,11904961,3200
Campinas,176,3,5,3,3,1,0,1350,1187974,5200
Belo Horizonte,350,7,5,4,0,1,0,0,2415872,7500
São Paulo,260,4,4,2,5,1,1,2570,11904961,4400
São Paulo,100,2,1,0,0,1,0,0,11904961,2300
Rio de Janeiro,65,1,1,0,10,0,1,750,6730729,3500
Rio de Janeiro,600,7,6,1,12,0,1,1300,6730729,15000
Rio de Janeiro,300,4,3,1,0,1,0,0,6730729,5000
São Paulo,430,4,3,4,0,1,0,0,11904961,8500
São Paulo,260,5,5,4,20,0,0,4000,11904961,8000
Belo Horizonte,211,3,4,3,0,0,0,0,2415872,8400
Campinas,103,3,2,1,9,0,0,885,1187974,1800
Porto Alegre,62,2,2,0,2,1,0,400,1388794,1556
Rio de Janeiro,80,2,2,1,1,1,1,1100,6730729,3499
São Paulo,60,1,1,1,0,0,0,0,11904961,1180
São Paulo,27,1,1,0,5,0,0,1404,11904961,3500
São Paulo,486,4,6,5,8,0,0,4614,11904961,4861
São Paulo,40,1,1,1,12,1,1,480,11904961,1680
Rio de Janeiro,60,2,1,0,7,1,1,806,6730729,2800
Rio de Janeiro,64,2,2,0,10,1,0,665,6730729,2200
Campinas,660,5,7,4,17,1,0,5381,1187974,10000
São Paulo,62,3,2,1,5,1,0,487,11904961,2400
Porto Alegre,50,2,1,1,3,1,0,180,1388794,946
São Paulo,380,3,4,4,0,1,0,0,11904961,8000
Campinas,134,3,3,2,7,0,0,1000,1187974,2500
São Paulo,74,2,2,0,4,1,1,1105,11904961,3600
Belo Horizonte,68,2,2,1,5,1,1,1183,2415872,2500
Rio de Janeiro,33,1,1,0,2,1,0,470,6730729,1600
São Paulo,60,2,1,0,0,1,0,0,11904961,1100
São Paulo,50,1,1,1,25,0,1,707,11904961,3700
São Paulo,57,2,2,2,6,1,0,834,11904961,1630
São Paulo,39,1,1,1,4,1,0,529,11904961,995
Porto Alegre,45,1,1,1,1,0,0,30,1388794,760
São Paulo,221,3,2,2,7,1,0,1980,11904961,4500
São Paulo,140,3,2,0,8,1,1,2500,11904961,1799
Rio de Janeiro,650,5,4,2,9,1,0,5718,6730729,9000
São Paulo,210,5,4,1,0,1,0,0,11904961,15000
Belo Horizonte,100,4,2,3,10,1,0,1027,2415872,2600
Rio de Janeiro,220,3,3,2,4,1,1,2500,6730729,9000
São Paulo,42,1,1,0,1,1,0,400,11904961,1150
Rio de Janeiro,98,3,2,0,7,1,0,891,6730729,3000
Rio de Janeiro,150,3,1,2,2,1,0,3290,6730729,5200
São Paulo,170,3,3,4,0,1,0,0,11904961,3500
São Paulo,60,2,1,0,0,1,0,1,11904961,1610
São Paulo,120,3,4,2,0,1,0,187,11904961,3450
São Paulo,142,2,3,2,18,1,0,1400,11904961,3550
Porto Alegre,90,2,2,1,18,0,0,500,1388794,2500
São Paulo,140,3,3,2,3,1,0,2400,11904961,6000
Rio de Janeiro,26,1,1,0,3,1,0,325,6730729,1200
São Paulo,20,1,1,0,0,0,0,0,11904961,790
Porto Alegre,24,1,1,1,0,0,0,0,1388794,550
Rio de Janeiro,140,3,2,0,5,1,0,350,6730729,2900
Belo Horizonte,134,4,2,3,1,0,0,650,2415872,3000
São Paulo,400,5,4,2,12,1,0,2675,11904961,2000
Rio de Janeiro,18,1,1,0,3,1,0,628,6730729,650
Rio de Janeiro,62,1,1,1,8,1,0,1550,6730729,2800
São Paulo,192,3,3,3,16,1,1,1790,11904961,6500
São Paulo,80,3,2,1,6,1,0,850,11904961,1790
Porto Alegre,38,1,1,1,9,1,0,350,1388794,2900
Belo Horizonte,112,2,3,2,10,1,0,442,2415872,1400
Rio de Janeiro,15,1,1,0,1,0,0,500,6730729,1100
São Paulo,29,1,1,0,5,1,0,257,11904961,1043
Belo Horizonte,55,2,1,1,1,1,0,200,2415872,1050
São Paulo,88,3,1,2,5,1,0,1900,11904961,2500
São Paulo,100,4,1,0,0,1,0,0,11904961,1600
Belo Horizonte,92,3,2,1,1,1,0,268,2415872,1800
Rio de Janeiro,154,4,2,2,2,1,0,1850,6730729,4250
São Paulo,240,4,3,3,6,1,0,2850,11904961,12000
Porto Alegre,28,1,1,0,1,1,1,0,1388794,1340
São Paulo,180,3,3,2,4,1,0,2100,11904961,8000
São Paulo,35,1,1,0,3,0,0,150,11904961,850
Rio de Janeiro,64,2,1,1,2,1,0,0,6730729,3500
São Paulo,60,2,1,1,8,1,0,550,11904961,1310
São Paulo,239,4,4,3,0,1,1,0,11904961,5950
São Paulo,130,3,2,1,10,0,1,1100,11904961,2300
Campinas,85,2,2,0,6,0,0,810,1187974,918
Rio de Janeiro,75,2,2,1,9,1,1,650,6730729,2000
São Paulo,90,2,2,1,0,1,0,0,11904961,1800
Belo Horizonte,100,3,1,1,2,1,0,300,2415872,1500
São Paulo,70,2,2,1,1,0,0,670,11904961,1450
Rio de Janeiro,86,3,1,0,3,1,0,800,6730729,1258
Rio de Janeiro,29,1,1,0,2,1,0,484,6730729,1500
Porto Alegre,82,2,2,1,5,1,0,450,1388794,1700
São Paulo,55,2,1,1,5,1,0,640,11904961,1625
São Paulo,33,1,1,0,15,0,0,550,11904961,4000
Campinas,50,1,1,1,11,0,0,650,1187974,1800
São Paulo,159,4,2,0,3,1,0,2064,11904961,1900
Belo Horizonte,62,3,2,1,4,0,0,230,2415872,1100
São Paulo,80,2,1,2,0,1,0,0,11904961,1569
São Paulo,170,3,4,3,21,1,0,1500,11904961,5000
Porto Alegre,68,2,2,1,1,1,0,400,1388794,1800
São Paulo,300,4,4,3,0,1,1,0,11904961,5080
Porto Alegre,50,2,1,1,2,1,0,100,1388794,1460
Rio de Janeiro,80,2,2,1,10,1,0,824,6730729,2000
Porto Alegre,40,2,1,1,3,1,0,300,1388794,820
São Paulo,270,3,4,2,6,1,0,2890,11904961,6500
Porto Alegre,75,3,1,1,1,1,0,360,1388794,1100
Porto Alegre,60,1,2,2,15,1,0,500,1388794,2800
São Paulo,300,4,5,4,1,1,0,3600,11904961,7500
Belo Horizonte,73,2,1,2,1,1,0,150,2415872,1200
Belo Horizonte,85,2,1,1,1,1,0,230,2415872,1000
São Paulo,100,3,3,1,0,1,0,0,11904961,2400
Porto Alegre,49,1,1,0,7,1,0,310,1388794,680
São Paulo,35,1,1,0,5,1,1,420,11904961,1800
São Paulo,240,3,4,1,6,0,0,1700,11904961,14850
São Paulo,45,1,1,0,0,1,0,0,11904961,900
São Paulo,55,2,1,1,9,1,1,565,11904961,2800
São Paulo,305,4,3,4,6,1,1,3428,11904961,11000
Belo Horizonte,622,5,5,6,0,1,0,0,2415872,10000
Belo Horizonte,55,2,1,1,2,0,0,250,2415872,1200
Rio de Janeiro,42,1,1,0,12,1,1,600,6730729,2300
Belo Horizonte,132,3,3,2,2,1,0,0,2415872,1500
Belo Horizonte,53,2,1,0,6,1,0,626,2415872,850
São Paulo,998,7,10,4,0,1,1,0,11904961,15000
São Paulo,22,1,1,0,4,0,1,350,11904961,2410
Rio de Janeiro,35,1,1,0,12,1,0,350,6730729,850
São Paulo,189,4,2,2,4,1,0,1970,11904961,8000
São Paulo,375,4,5,3,0,1,1,0,11904961,9000
São Paulo,65,2,1,1,3,1,0,315,11904961,1400
São Paulo,462,4,6,4,0,1,1,0,11904961,8000
São Paulo,150,2,1,0,1,1,0,180,11904961,2285
Campinas,350,2,2,2,0,1,0,0,1187974,4300
São Paulo,260,4,5,4,15,1,1,3471,11904961,7500
Porto Alegre,61,1,1,0,0,1,0,80,1388794,1100
São Paulo,175,4,3,2,0,1,0,0,11904961,2890
Porto Alegre,70,2,1,0,0,1,1,270,1388794,1800
Rio de Janeiro,60,2,1,1,10,1,1,520,6730729,1500
Campinas,296,6,4,8,0,1,0,0,1187974,5200
Rio de Janeiro,96,2,2,1,10,0,1,995,6730729,2900
São Paulo,150,4,2,3,2,1,0,3030,11904961,7377
São Paulo,375,4,4,3,0,1,0,0,11904961,6400
Campinas,70,3,1,1,1,1,0,600,1187974,1500
São Paulo,127,4,3,2,4,1,0,1040,11904961,4930
Belo Horizonte,67,2,2,2,3,0,0,850,2415872,2800
São Paulo,50,1,2,1,1,0,1,750,11904961,3300
Rio de Janeiro,56,2,1,0,4,1,0,502,6730729,1500
São Paulo,55,2,1,1,19,1,1,608,11904961,2100
São Paulo,34,1,1,0,0,0,0,0,11904961,900
Campinas,68,2,1,0,4,0,0,498,1187974,930
São Paulo,80,2,1,0,4,0,0,400,11904961,1777
Campinas,120,3,1,1,3,0,0,650,1187974,1800
Campinas,50,1,1,1,10,0,0,718,1187974,1600
Campinas,78,2,2,1,1,1,0,432,1187974,1200
Rio de Janeiro,90,2,2,1,9,1,0,880,6730729,3800
Belo Horizonte,320,5,4,6,0,0,0,0,2415872,8000
Rio de Janeiro,560,5,6,4,14,1,0,2190,6730729,2633
Rio de Janeiro,25,1,1,0,8,1,0,600,6730729,1850
Porto Alegre,37,1,1,0,3,1,0,270,1388794,650
Rio de Janeiro,95,3,1,0,16,1,0,1048,6730729,3600
São Paulo,130,3,3,2,7,1,0,1400,11904961,1650
Belo Horizonte,270,5,4,6,0,1,0,0,2415872,3910
Belo Horizonte,40,1,1,0,0,0,0,0,2415872,650
Belo Horizonte,65,2,2,3,7,1,0,366,2415872,1450
São Paulo,45,1,1,0,22,0,0,350,11904961,1015
São Paulo,20,1,1,0,1,0,1,0,11904961,2060
São Paulo,720,4,5,5,17,1,0,6471,11904961,6500
Belo Horizonte,80,3,2,2,1,1,1,280,2415872,2500
Belo Horizonte,90,2,1,0,1,1,0,0,2415872,1000
São Paulo,60,1,2,0,0,1,0,0,11904961,1062
Belo Horizonte,45,1,1,1,4,0,1,1550,2415872,3400
São Paulo,100,1,2,0,0,0,0,4320,11904961,3100
Belo Horizonte,553,4,6,3,3,0,0,2800,2415872,10870
São Paulo,250,4,3,2,0,1,0,0,11904961,3900
Campinas,92,3,2,3,17,1,0,643,1187974,3700
São Paulo,98,1,2,0,27,1,1,3177,11904961,15000
Campinas,114,3,2,1,4,1,0,967,1187974,1400
São Paulo,27,1,1,1,6,0,1,650,11904961,1900
Porto Alegre,225,1,2,0,0,1,0,0,1388794,3500
São Paulo,30,1,1,0,3,1,0,380,11904961,1700
Porto Alegre,135,3,3,4,5,1,0,200,1388794,4000
Campinas,150,4,3,4,0,0,0,750,1187974,4000
Belo Horizonte,190,4,2,0,10,1,0,1000,2415872,5580
Rio de Janeiro,120,3,1,1,0,1,0,0,6730729,1150
São Paulo,90,3,2,1,4,1,0,900,11904961,2066
São Paulo,350,4,5,2,0,0,1,0,11904961,7500
São Paulo,160,3,4,2,0,1,0,0,11904961,4300
Rio de Janeiro,150,3,2,0,5,1,0,1800,6730729,2500
Rio de Janeiro,35,1,1,0,3,1,0,790,6730729,2000
Porto Alegre,25,1,1,0,0,0,0,0,1388794,550
São Paulo,240,4,4,4,26,1,0,3250,11904961,13000
São Paulo,150,4,2,2,13,0,0,1700,11904961,4400
Rio de Janeiro,20,1,1,0,0,1,0,0,6730729,700
Campinas,85,3,2,1,4,1,0,690,1187974,1341
São Paulo,50,2,1,1,6,1,1,400,11904961,1900
São Paulo,197,3,3,2,8,1,0,4200,11904961,6000
São Paulo,70,3,2,1,7,1,0,800,11904961,2800
Rio de Janeiro,220,3,2,2,8,1,0,1850,6730729,3500
Belo Horizonte,270,4,3,2,3,1,0,1200,2415872,4800
Porto Alegre,100,3,2,2,2,1,0,650,1388794,2499
São Paulo,195,4,6,3,12,1,0,1400,11904961,8000
São Paulo,160,3,3,2,0,1,0,0,11904961,4200
São Paulo,470,4,6,3,0,1,0,0,11904961,7200
Campinas,60,3,2,1,5,1,0,366,1187974,1200
São Paulo,300,4,4,3,0,1,0,0,11904961,12900
São Paulo,330,5,6,2,11,1,0,800,11904961,8950
Porto Alegre,109,1,2,2,3,1,1,496,1388794,4300
São Paulo,240,4,5,4,15,1,1,3700,11904961,12000
São Paulo,150,3,2,5,0,1,0,0,11904961,2300
São Paulo,200,3,2,1,2,1,0,1750,11904961,4500
Belo Horizonte,140,4,3,1,2,1,0,475,2415872,2300
São Paulo,106,2,2,2,1,0,1,1170,11904961,10600
Porto Alegre,92,2,2,1,2,1,1,645,1388794,2100
São Paulo,35,1,1,1,7,1,0,380,11904961,2200
São Paulo,70,3,2,1,3,1,0,1200,11904961,2900
São Paulo,74,2,1,2,9,1,1,1100,11904961,6600
São Paulo,69,2,2,2,5,1,0,853,11904961,1900
São Paulo,50,1,1,0,0,0,0,0,11904961,830
Porto Alegre,450,5,3,6,0,1,0,0,1388794,4760
Rio de Janeiro,68,2,1,0,5,1,0,593,6730729,1000
São Paulo,71,1,1,1,11,1,0,1650,11904961,3000
Rio de Janeiro,69,2,1,1,9,1,1,500,6730729,1370
Belo Horizonte,32,1,1,1,9,1,0,197,2415872,1500
São Paulo,57,2,1,1,8,1,1,350,11904961,1800
São Paulo,28,1,1,0,1,1,1,500,11904961,2200
São Paulo,39,1,1,0,8,1,1,300,11904961,2000
Porto Alegre,140,3,3,0,2,1,0,750,1388794,1700
São Paulo,160,3,3,2,0,1,0,0,11904961,4500
São Paulo,235,3,3,1,3,1,0,2585,11904961,5150
São Paulo,171,3,2,1,13,1,0,1200,11904961,2200
Rio de Janeiro,139,3,2,2,1,1,0,2047,6730729,6000
Belo Horizonte,160,4,3,2,5,1,0,763,2415872,2300
Campinas,60,2,1,1,0,1,0,485,1187974,800
São Paulo,134,3,3,3,8,1,0,1680,11904961,2125
Belo Horizonte,70,2,1,1,11,1,0,897,2415872,1300
Rio de Janeiro,57,2,1,0,1,1,0,100,6730729,1530
São Paulo,240,3,3,4,6,1,1,2600,11904961,5500
São Paulo,50,1,1,0,0,0,0,0,11904961,800
Rio de Janeiro,120,3,2,1,8,1,0,1470,6730729,3550
Porto Alegre,200,3,3,4,2,1,0,2900,1388794,1200
São Paulo,572,6,6,4,0,1,1,0,11904961,7800
São Paulo,145,2,2,1,1,1,1,1463,11904961,4000
Belo Horizonte,70,2,1,2,1,0,0,80,2415872,1200
Rio de Janeiro,85,2,2,1,2,1,1,3700,6730729,8000
Belo Horizonte,140,3,2,0,2,0,0,0,2415872,3000
São Paulo,260,4,5,5,6,1,0,3000,11904961,12500
São Paulo,211,4,4,4,2,1,0,1800,11904961,3390
Campinas,58,2,1,1,2,1,0,280,1187974,650
Rio de Janeiro,110,1,1,2,3,1,0,1936,6730729,4500
São Paulo,72,2,2,0,10,1,0,820,11904961,1500
São Paulo,700,4,7,8,0,1,0,0,11904961,45000
São Paulo,68,1,2,1,5,1,0,1040,11904961,6000
Rio de Janeiro,100,3,3,2,8,1,0,1167,6730729,2700
São Paulo,240,3,2,0,7,1,1,1717,11904961,6500
Rio de Janeiro,104,3,1,0,6,1,0,784,6730729,3500
Campinas,70,1,1,1,2,1,1,290,1187974,1600
São Paulo,67,1,1,1,14,1,1,920,11904961,2600
Belo Horizonte,160,4,2,5,0,1,1,0,2415872,3780
São Paulo,140,3,3,5,8,0,1,2000,11904961,8000
Campinas,38,1,1,0,3,0,0,376,1187974,750
São Paulo,34,1,1,0,12,1,0,372,11904961,2700
São Paulo,54,2,1,0,7,1,0,535,11904961,2001
São Paulo,54,1,1,1,1,0,1,1050,11904961,7200
São Paulo,200,3,2,4,0,1,0,0,11904961,3500
São Paulo,107,3,2,2,1,1,0,1122,11904961,2600
Rio de Janeiro,70,2,2,0,11,1,0,879,6730729,1550
São Paulo,86,2,1,1,5,1,0,1002,11904961,2340
Rio de Janeiro,30,1,1,1,0,1,0,0,6730729,1480
Porto Alegre,108,3,2,1,3,1,1,826,1388794,2000
São Paulo,250,4,3,4,0,1,0,0,11904961,2700
São Paulo,80,2,1,0,4,1,0,740,11904961,2200
Rio de Janeiro,73,2,1,1,8,1,0,1022,6730729,1100
Porto Alegre,45,1,1,1,3,1,0,250,1388794,1205
São Paulo,255,4,4,0,15,1,1,4000,11904961,2500
Belo Horizonte,217,4,3,4,12,1,0,2644,2415872,6000
São Paulo,70,1,1,0,2,1,0,472,11904961,1870
São Paulo,25,1,1,0,1,0,0,0,11904961,885
Porto Alegre,110,3,3,0,1,1,0,400,1388794,3250
São Paulo,80,2,2,1,12,1,0,1200,11904961,10000
São Paulo,260,3,5,0,0,1,0,0,11904961,9000
São Paulo,50,2,2,1,10,1,0,624,11904961,2700
Campinas,60,2,1,1,1,0,0,430,1187974,815
São Paulo,400,3,6,6,0,1,1,0,11904961,6500
São Paulo,113,2,1,1,4,1,0,1000,11904961,3000
São Paulo,400,4,4,6,8,1,0,3900,11904961,8000
Porto Alegre,64,2,2,2,6,1,0,450,1388794,2250
São Paulo,82,2,1,2,10,1,1,2020,11904961,3100
São Paulo,65,2,1,3,9,1,0,800,11904961,2000
Porto Alegre,128,4,3,2,3,1,0,1160,1388794,4900
São Paulo,38,1,1,0,1,0,0,60,11904961,950
Campinas,175,3,2,0,0,0,0,0,1187974,2000
São Paulo,107,3,3,2,3,1,0,1600,11904961,4500
Rio de Janeiro,257,4,3,2,3,1,1,3250,6730729,3800
São Paulo,35,1,1,1,2,0,1,550,11904961,3250
São Paulo,463,4,7,6,0,1,0,0,11904961,12000
Rio de Janeiro,40,2,1,0,7,1,0,335,6730729,920
Belo Horizonte,297,4,2,3,6,1,0,2000,2415872,1870
São Paulo,137,3,3,1,9,1,1,1247,11904961,5500
Rio de Janeiro,35,1,1,0,10,0,0,498,6730729,1200
Rio de Janeiro,128,3,3,1,8,1,1,950,6730729,3500
Belo Horizonte,59,2,1,1,2,1,0,190,2415872,1250
Rio de Janeiro,400,4,4,2,0,1,0,634,6730729,11480
Rio de Janeiro,100,3,2,1,5,0,0,980,6730729,4500
Rio de Janeiro,50,1,1,0,10,1,1,680,6730729,2200
Porto Alegre,80,2,2,1,5,1,1,740,1388794,1900
Belo Horizonte,68,2,2,2,4,1,0,230,2415872,1650
São Paulo,32,1,1,1,22,1,1,2000,11904961,2000
Rio de Janeiro,161,3,3,3,14,1,0,1300,6730729,4500
São Paulo,85,2,2,0,0,1,0,0,11904961,1700
São Paulo,100,2,2,0,0,1,0,0,11904961,2500
São Paulo,136,3,4,3,7,1,0,1400,11904961,5000
São Paulo,362,4,5,2,0,1,0,0,11904961,7000
São Paulo,276,3,3,4,15,1,1,3600,11904961,6500
Rio de Janeiro,22,1,1,0,2,0,0,50,6730729,1322
Porto Alegre,60,2,1,0,1,1,0,114,1388794,980
São Paulo,500,4,7,8,0,1,0,0,11904961,9250
Porto Alegre,65,1,1,1,3,1,0,426,1388794,980
São Paulo,56,2,1,1,11,1,0,350,11904961,2600
São Paulo,35,1,1,1,4,0,1,300,11904961,2840
Porto Alegre,98,3,2,2,4,0,0,700,1388794,2550
São Paulo,45,1,1,0,1,0,0,0,11904961,950
Porto Alegre,48,2,1,1,2,1,0,300,1388794,800
Campinas,48,1,1,1,4,1,1,490,1187974,1500
São Paulo,114,2,3,1,1,1,1,902,11904961,7010
Belo Horizonte,197,4,2,3,3,1,0,850,2415872,4250
Belo Horizonte,200,4,1,2,4,1,0,345,2415872,2500
Belo Horizonte,110,3,2,0,0,1,0,0,2415872,2500
São Paulo,300,2,4,2,0,1,0,0,11904961,6000
Belo Horizonte,120,3,1,1,6,0,0,1140,2415872,1900
Porto Alegre,40,1,1,0,3,1,1,370,1388794,1084
São Paulo,92,2,1,1,7,0,1,690,11904961,3950
São Paulo,140,3,2,2,3,1,0,1640,11904961,5500
São Paulo,244,4,3,4,2,1,0,3460,11904961,7000
Porto Alegre,59,2,1,0,3,1,0,326,1388794,1000
Rio de Janeiro,35,1,1,0,3,1,0,0,6730729,791
São Paulo,120,3,2,3,16,1,0,1400,11904961,2000
São Paulo,248,4,5,4,1,0,0,2500,11904961,9100
São Paulo,63,2,2,1,17,1,0,783,11904961,1690
São Paulo,45,1,1,1,8,1,0,694,11904961,1800
São Paulo,129,2,3,2,16,1,1,1100,11904961,2376
São Paulo,300,3,3,8,0,1,0,0,11904961,4675
São Paulo,29,1,1,1,4,0,1,650,11904961,2200
Belo Horizonte,100,3,2,1,2,1,0,745,2415872,1300
São Paulo,153,4,3,3,3,1,0,2500,11904961,5500
Campinas,87,2,1,1,4,1,0,780,1187974,1200
São Paulo,75,1,1,2,8,1,1,976,11904961,7000
Rio de Janeiro,300,4,4,2,3,1,0,4100,6730729,12750
Porto Alegre,48,1,1,0,4,1,0,340,1388794,700
Campinas,71,2,1,1,7,1,0,670,1187974,977
São Paulo,84,4,1,3,5,0,0,1914,11904961,6000
São Paulo,208,3,4,3,0,0,0,0,11904961,3490
São Paulo,100,1,2,1,13,0,0,1520,11904961,6000
São Paulo,84,3,2,2,7,1,1,540,11904961,2200
São Paulo,145,4,3,2,1,1,0,1644,11904961,4800
São Paulo,300,4,3,2,0,1,1,0,11904961,15000
São Paulo,65,2,2,1,12,0,1,980,11904961,6000
São Paulo,27,1,1,0,0,0,0,0,11904961,836
Rio de Janeiro,102,3,2,1,2,1,0,1900,6730729,1350
Campinas,60,2,1,1,1,0,1,385,1187974,2848
Porto Alegre,60,1,1,0,1,1,0,230,1388794,1286
Rio de Janeiro,50,1,1,0,10,1,0,520,6730729,1620
São Paulo,97,3,1,1,10,1,0,762,11904961,2300
São Paulo,52,1,2,1,19,1,0,1100,11904961,5000
São Paulo,373,4,4,3,12,1,0,4500,11904961,12750
São Paulo,157,4,3,2,0,1,0,0,11904961,6608
Campinas,68,3,1,1,2,1,0,555,1187974,1100
São Paulo,172,4,4,3,15,1,1,1650,11904961,8800
São Paulo,64,2,2,2,25,0,0,865,11904961,3500
Rio de Janeiro,41,1,1,0,9,1,0,800,6730729,1700
Rio de Janeiro,106,2,2,1,2,1,0,900,6730729,2850
Belo Horizonte,150,4,2,3,1,1,1,900,2415872,3300
Belo Horizonte,135,4,2,2,4,1,0,450,2415872,3500
São Paulo,350,4,6,6,0,1,1,0,11904961,9600
Belo Horizonte,360,3,1,3,0,1,0,0,2415872,1500
São Paulo,700,4,7,8,0,1,1,0,11904961,15000
Rio de Janeiro,100,2,2,1,6,1,1,2400,6730729,8900
Belo Horizonte,50,1,1,2,4,1,0,300,2415872,1200
São Paulo,55,3,1,1,3,1,0,458,11904961,1300
São Paulo,215,4,4,2,10,0,0,1950,11904961,6000
São Paulo,287,3,2,5,0,1,0,0,11904961,15000
São Paulo,58,2,1,1,3,1,1,383,11904961,1500
São Paulo,90,3,2,2,10,1,0,850,11904961,1600
São Paulo,200,3,3,3,0,1,0,0,11904961,3315
São Paulo,65,3,2,1,8,1,0,650,11904961,2200
São Paulo,820,4,6,6,0,1,0,2500,11904961,10000
São Paulo,102,2,1,0,3,1,0,538,11904961,2000
Rio de Janeiro,108,3,2,2,3,1,0,2000,6730729,4500
São Paulo,86,3,2,2,6,1,1,800,11904961,3100
Campinas,210,6,3,0,0,1,0,0,1187974,4200
Belo Horizonte,140,4,2,2,4,1,0,995,2415872,4200
São Paulo,220,4,4,3,2,1,0,2500,11904961,4500
Campinas,66,2,1,1,0,1,0,265,1187974,1100
São Paulo,389,4,5,6,4,1,0,4000,11904961,8500
São Paulo,80,3,3,1,11,0,0,934,11904961,1700
São Paulo,78,2,2,1,1,1,0,792,11904961,2200
São Paulo,178,4,2,5,0,1,0,0,11904961,6000
São Paulo,47,2,1,1,4,1,0,565,11904961,1140
Belo Horizonte,160,4,1,1,0,1,0,0,2415872,2150
São Paulo,80,2,2,2,0,1,0,50,11904961,1700
São Paulo,144,3,3,2,0,1,1,0,11904961,5000
Campinas,400,5,7,4,5,1,0,3200,1187974,7900
Belo Horizonte,100,3,2,1,0,1,0,0,2415872,14500
São Paulo,48,2,1,0,2,1,0,90,11904961,1150
São Paulo,64,3,2,2,16,1,0,500,11904961,1530
Porto Alegre,50,2,1,0,0,1,0,100,1388794,700
São Paulo,50,1,1,1,11,1,1,1140,11904961,5156
São Paulo,60,2,2,1,5,1,0,700,11904961,1465
Rio de Janeiro,180,3,2,1,2,1,0,2000,6730729,4800
São Paulo,339,3,3,4,0,1,0,0,11904961,3880
Campinas,54,1,1,1,5,1,1,751,1187974,2350
São Paulo,420,4,6,4,10,1,0,5700,11904961,12000
Campinas,350,4,5,4,0,1,0,680,1187974,8000
